order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
S8439157,0,AS,#23246740,6484844872039,,OMSHOLD,no,no,29,NOT FOUND,,
S8439410,0,AS,#23246641,6484841234791,Manifested,,no,no,29,NOT FOUND,,
S8439851,0,AS,#23246750,6484845265255,Manifested,,no,no,29,NOT FOUND,,
S8439924,0,AS,#23246773,6484846117223,Manifested,,no,no,29,NOT FOUND,,
S8439963,0,AS,#23246780,6484846412135,Manifested,,no,no,29,NOT FOUND,,
S8440069,0,AS,#23246806,6484847362407,Manifested,,no,no,29,NOT FOUND,,
S8440250,0,AS,#23247137,6484859486567,Accepted,,no,no,29,NOT FOUND,,
S8440687,0,AS,#23247315,6484866072935,XB_shipping,,no,no,29,NOT FOUND,,
S8440861,0,AS,#23247039,6484855849319,Manifested,,no,no,29,NOT FOUND,,
S8441212,0,AS,#23246869,6484849688935,Manifested,,no,no,29,NOT FOUND,,
S8441252,0,AS,#23247160,6484860371303,Manifested,,no,no,29,NOT FOUND,,
S8441553,0,AS,#23247272,6484864401767,Manifested,,no,no,29,NOT FOUND,,
S8441763,0,AS,#23247328,6484866531687,Manifested,,no,no,29,NOT FOUND,,
S8441789,0,AS,#23247340,6484866990439,Manifested,,no,no,29,NOT FOUND,,
S8441910,0,AS,#23247398,6484869185895,XBHOSP,,no,no,29,NOT FOUND,,
S8442027,0,AS,#23247435,6484870824295,Manifested,,no,no,29,NOT FOUND,,
S8442083,0,AS,#23247451,6484871414119,Manifested,,no,no,29,NOT FOUND,,
S8442189,0,AS,#23247499,6484873216359,Manifested,,no,no,29,NOT FOUND,,
S8442319,0,AS,#23247553,6484875182439,Manifested,,no,no,29,NOT FOUND,,
S8442402,0,AS,#23247581,6484876231015,Manifested,,no,no,29,NOT FOUND,,
S8442532,0,AS,#23247633,6484878197095,Manifested,,no,no,29,NOT FOUND,,
S8442695,0,AS,#23247687,6484880261479,Manifested,,no,no,29,NOT FOUND,,
S8443046,0,AS,#23247788,6484883997031,Manifested,,no,no,29,NOT FOUND,,
S8443139,0,AS,#23247459,6484871709031,Manifested,,no,no,29,NOT FOUND,,
S8443302,0,AS,#23247909,6484888453479,Manifested,,no,no,29,NOT FOUND,,
S8443337,0,AS,#23247917,6484888781159,XBHOSP,,no,no,29,NOT FOUND,,
S8443399,0,AS,#23247943,6484889698663,Manifested,,no,no,29,NOT FOUND,,
S8443522,0,AS,#23247996,6484891730279,Manifested,,no,no,29,NOT FOUND,,
S8445118,0,AS,#23248382,6484906115431,Manifested,,no,no,29,NOT FOUND,,
S8445222,0,AS,#23248404,6484906934631,Manifested,,no,no,29,NOT FOUND,,
S8445469,0,AS,#23248440,6484908245351,Manifested,,no,no,29,NOT FOUND,,
S8449159,0,AS,#23248612,6484914405735,Manifested,,no,no,29,NOT FOUND,,
S8453030,0,AS,#23249659,6484952351079,Accepted,,no,no,29,NOT FOUND,,
S8453939,0,AS,#23249222,6484936589671,Manifested,,no,no,29,NOT FOUND,,
S8454343,0,AS,#23249987,6484964114791,Accepted,,no,no,29,NOT FOUND,,
S8455465,0,AS,#23249654,6484952187239,Manifested,,no,no,29,NOT FOUND,,
S8456066,0,AS,#23249235,6484937015655,Manifested,,no,no,29,NOT FOUND,,
S8456640,0,AS,#23250106,6484968636775,Manifested,,no,no,29,NOT FOUND,,
S8457009,0,AS,#23249533,6484947763559,Manifested,,no,no,29,NOT FOUND,,
S8457041,0,AS,#23250903,6484998127975,XB_shipping,,no,no,29,NOT FOUND,,
S8457085,0,AS,#23250240,6484973355367,Cancel,,no,no,29,NOT FOUND,,
S8457622,0,AS,#23250422,6484980007271,Manifested,,no,no,29,NOT FOUND,,
S8458075,0,AS,#23250541,6484984594791,Manifested,,no,no,29,NOT FOUND,,
S8458334,0,AS,#23250636,6484988068199,Manifested,,no,no,29,NOT FOUND,,
S8458394,0,AS,#23250669,6484989247847,Manifested,,no,no,29,NOT FOUND,,
S8458604,0,AS,#23250714,6484991082855,Manifested,,no,no,29,NOT FOUND,,
S8459139,0,AS,#23251570,6485022540135,Shipped,OMSHOLD,no,no,29,NOT FOUND,,
S8459266,0,AS,#23250909,6484998291815,Manifested,,no,no,29,NOT FOUND,,
S8460644,0,AS,#23251287,6485012283751,Manifested,,no,no,29,NOT FOUND,,
S8436009,0,AS,#23245528,6484795588967,Manifested,,no,no,29,NOT FOUND,,
S8460816,0,AS,#23251318,6485013365095,Manifested,,no,no,29,NOT FOUND,,
S8462644,0,AS,#23251679,6485026439527,Manifested,,no,no,29,NOT FOUND,,
S8465892,0,AS,#23251859,6485032927591,Manifested,,no,no,29,NOT FOUND,,
S8435832,0,AS,#23245434,6484791525735,Manifested,,no,no,29,NOT FOUND,,
S0458496,0,AS,#23251348,6485014446439,Shipped,OMSHOLD,no,no,29,NOT FOUND,,
V8454332,0,AV,#23249981,6484963852647,,,no,no,29,NOT FOUND,,
S8965546,0,AS,#23257667,6485241626983,Accepted,,no,no,29,NOT FOUND,,
V8456843,0,AV,#23250826,6484995244391,,OMSHOLD,no,no,29,NOT FOUND,,
V8458831,0,AV,#23251454,6485018313063,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8459361,0,AV,#23251648,6485025325415,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8459381,0,AV,#23251653,6485025489255,,,no,no,29,NOT FOUND,,
V8454329,0,AV,#23249976,6484963656039,,,no,no,29,NOT FOUND,,
V8451554,0,AV,#23249401,6484943077735,,,no,no,29,NOT FOUND,,
V8444214,0,AV,#23248730,6484918731111,,OMSHOLD,no,no,29,NOT FOUND,,
V8443695,0,AV,#23248555,6484912406887,,OMSHOLD,no,no,29,NOT FOUND,,
V8442941,0,AV,#23248228,6484900249959,,,no,no,29,NOT FOUND,,
V8459573,0,AV,#23251735,6485028503911,,OMSHOLD,no,no,29,NOT FOUND,,
V8462060,0,AV,#23252361,6485051146599,,,no,no,29,NOT FOUND,,
V8469980,0,AV,#23254159,6485115830631,,,no,no,29,NOT FOUND,,
V8472604,0,AV,#23255363,6485159608679,,,no,no,29,NOT FOUND,,
V8473402,0,AV,#23255729,6485172224359,,,no,no,29,NOT FOUND,,
V8478500,0,AV,#23258046,6485255487847,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8478783,0,AV,#23258144,6485258994023,,OMSHOLD,no,no,29,NOT FOUND,,
V8479796,0,AV,#23258415,6485268431207,,OMSHOLD,no,no,29,NOT FOUND,,
V8439758,0,AV,#23246946,6484852474215,,,no,no,29,NOT FOUND,,
V8480796,0,AV,#23258554,6485273280871,,OMSHOLD,no,no,29,NOT FOUND,,
V8485916,0,AV,#23259996,6485324398951,,OMSHOLD,no,no,29,NOT FOUND,,
V8486154,0,AV,#23260102,6485328101735,,,no,no,29,NOT FOUND,,
V8486305,0,AV,#23260157,6485330198887,,OMSHOLD,no,no,29,NOT FOUND,,
V8488266,0,AV,#23260872,6485355757927,,OMSHOLD,no,no,29,NOT FOUND,,
V8489121,0,AV,#23261172,6485366440295,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8490734,0,AV,#23261639,6485382857063,,OMSHOLD,no,no,29,NOT FOUND,,
V8439347,0,AV,#23246825,6484848050535,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8439210,0,AV,#23246764,6484845789543,,OMSHOLD,no,no,29,NOT FOUND,,
V8501598,0,AV,#23262553,6485414904167,,OMSHOLD,no,no,29,NOT FOUND,,
V8503810,0,AV,#23263042,6485432205671,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8505202,0,AV,#23263433,6485446033767,,OMSHOLD,no,no,29,NOT FOUND,,
V8506937,0,AV,#23264000,6485466939751,,OMSHOLD,no,no,29,NOT FOUND,,
V8507536,0,AV,#23264192,6485474410855,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8507941,0,AV,#23264348,6485480636775,,OMSHOLD,no,no,29,NOT FOUND,,
V8462780,0,AV,#23252488,6485055603047,,,no,no,29,NOT FOUND,,
V8437001,0,AV,#23245867,6484810727783,,OMSHOLD,no,no,29,NOT FOUND,,
V8441139,0,AV,#23247476,6484872298855,,,no,no,29,NOT FOUND,,
V8436050,0,AV,#23245600,6484798964071,,OMSHOLD,no,no,29,NOT FOUND,,
V8469899,0,AV,#23254111,6485114028391,,,no,no,29,NOT FOUND,,
V8439159,0,AV,#23246740,6484844872039,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
V8469222,0,AV,#23253818,6485103313255,,OMSHOLD,no,no,29,NOT FOUND,,
V8469852,0,AV,#23254093,6485113241959,Backorder,OMSHOLD,no,no,29,NOT FOUND,,
S8468793,0,AS,#23252834,6485068153191,XBHOSP,,no,no,29,NOT FOUND,,
S8470856,0,AS,#23253783,6485102035303,Manifested,,no,no,29,NOT FOUND,,
S8470908,0,AS,#23253064,6485076410727,Manifested,,no,no,29,NOT FOUND,,
S8470951,0,AS,#23254613,6485132378471,,OMSHOLD,no,no,29,NOT FOUND,,
S8471249,0,AS,#23253963,6485108654439,Manifested,,no,no,29,NOT FOUND,,
S8471265,0,AS,#23251186,6485008548199,Manifested,OMSHOLD,no,no,29,NOT FOUND,,
S8472292,0,AS,#23254418,6485125333351,XBHOSP,,no,no,29,NOT FOUND,,
S8472533,0,AS,#23254489,6485128053095,Manifested,,no,no,29,NOT FOUND,,
S8473822,0,AS,#23255925,6485179040103,XB_shipping,,no,no,29,NOT FOUND,,
S8473891,0,AS,#23254987,6485145616743,Manifested,,no,no,29,NOT FOUND,,
S8473947,0,AS,#23255008,6485146403175,Manifested,,no,no,29,NOT FOUND,,
S8468740,0,AS,#23252803,6485067137383,Manifested,,no,no,29,NOT FOUND,,
S8468641,0,AS,#23252768,6485065793895,Manifested,,no,no,29,NOT FOUND,,
S8474780,0,AS,#23255385,6485160362343,XBHOSP,,no,no,29,NOT FOUND,,
S8475276,0,AS,#23255723,6485171994983,Manifested,,no,no,29,NOT FOUND,,
S8475114,0,AS,#23256556,6485201355111,,OMSHOLD,no,no,29,NOT FOUND,,
S8474813,0,AS,#23255399,6485160788327,Manifested,,no,no,29,NOT FOUND,,
S8476802,0,AS,#23256492,6485199028583,Manifested,,no,no,29,NOT FOUND,,
S8477209,0,AS,#23256721,6485207548263,Manifested,,no,no,29,NOT FOUND,,
S8479558,0,AS,#23257574,6485238350183,Manifested,,no,no,29,NOT FOUND,,
S8480188,0,AS,#23257757,6485244903783,Manifested,,no,no,29,NOT FOUND,,
S8483609,0,AS,#23257617,6485239824743,Manifested,,no,no,29,NOT FOUND,,
S8484203,0,AS,#23259328,6485301035367,,OMSHOLD,no,no,29,NOT FOUND,,
S8484627,0,AS,#23259498,6485307031911,XB_shipping,,no,no,29,NOT FOUND,,
S8484675,0,AS,#23258128,6485258436967,Manifested,,no,no,29,NOT FOUND,,
S8484984,0,AS,#23259621,6485311324519,,OMSHOLD,no,no,29,NOT FOUND,,
S8485904,0,AS,#23259996,6485324398951,,OMSHOLD,no,no,29,NOT FOUND,,
S8486302,0,AS,#23260157,6485330198887,,OMSHOLD,no,no,29,NOT FOUND,,
S8487008,0,AS,#23260399,6485338947943,Accepted,,no,no,29,NOT FOUND,,
S8487012,0,AS,#23260399,6485338947943,Manifested,,no,no,29,NOT FOUND,,
S8487892,0,AS,#23260082,6485327479143,Manifested,,no,no,29,NOT FOUND,,
S8487957,0,AS,#23260740,6485350973799,,OMSHOLD,no,no,29,NOT FOUND,,
S8488265,0,AS,#23260872,6485355757927,,OMSHOLD,no,no,29,NOT FOUND,,
S8489086,0,AS,#23261162,6485366079847,,OMSHOLD,no,no,29,NOT FOUND,,
S8490723,0,AS,#23261639,6485382857063,,OMSHOLD,no,no,29,NOT FOUND,,
S8490905,0,AS,#23261690,6485384626535,,OMSHOLD,no,no,29,NOT FOUND,,
S8491315,0,AS,#23261245,6485369127271,Manifested,,no,no,29,NOT FOUND,,
S8491438,0,AS,#23260697,6485349499239,Manifested,,no,no,29,NOT FOUND,,
S8493155,0,AS,#23262111,6485399503207,Accepted,,no,no,29,NOT FOUND,,
S8493158,0,AS,#23262111,6485399503207,Manifested,,no,no,29,NOT FOUND,,
S8495013,0,AS,#23261799,6485388394855,Manifested,,no,no,29,NOT FOUND,,
S8496372,0,AS,#23261882,6485391409511,Manifested,,no,no,29,NOT FOUND,,
S8499817,0,AS,#23261931,6485393080679,Manifested,,no,no,29,NOT FOUND,,
S8500109,0,AS,#23261942,6485393473895,Manifested,,no,no,29,NOT FOUND,,
S8501914,0,AS,#23262619,6485417197927,,OMSHOLD,no,no,29,NOT FOUND,,
S8503800,0,AS,#23263042,6485432205671,,OMSHOLD,no,no,29,NOT FOUND,,
S8503977,0,AS,#23262693,6485419852135,Manifested,,no,no,29,NOT FOUND,,
S8476069,0,AS,#23255179,6485152825703,Manifested,,no,no,29,NOT FOUND,,
S8475531,0,AS,#23254935,6485143585127,Manifested,,no,no,29,NOT FOUND,,
S8504321,0,AS,#23262818,6485424275815,Manifested,,no,no,29,NOT FOUND,,
S8504450,0,AS,#23262852,6485425553767,Manifested,,no,no,29,NOT FOUND,,
S8504621,0,AS,#23262906,6485427421543,Manifested,,no,no,29,NOT FOUND,,
S8504767,0,AS,#23262963,6485429420391,Manifested,,no,no,29,NOT FOUND,,
S8504858,0,AS,#23263010,6485431091559,Manifested,,no,no,29,NOT FOUND,,
S8504963,0,AS,#23263035,6485431976295,Manifested,,no,no,29,NOT FOUND,,
S8505243,0,AS,#23263150,6485435973991,Manifested,,no,no,29,NOT FOUND,,
S8505373,0,AS,#23263490,6485448098151,,OMSHOLD,no,no,29,NOT FOUND,,
S8505552,0,AS,#23263292,6485440921959,Manifested,,no,no,29,NOT FOUND,,
S8505554,0,AS,#23263294,6485441053031,Manifested,,no,no,29,NOT FOUND,,
S8505625,0,AS,#23263318,6485441904999,Manifested,,no,no,29,NOT FOUND,,
S8505725,0,AS,#23263368,6485443707239,Manifested,,no,no,29,NOT FOUND,,
S8505920,0,AS,#23263416,6485445411175,Manifested,,no,no,29,NOT FOUND,,
S8506058,0,AS,#23263709,6485456028007,,OMSHOLD,no,no,29,NOT FOUND,,
S8506178,0,AS,#23263533,6485449572711,Manifested,,no,no,29,NOT FOUND,,
S8506334,0,AS,#23263352,6485443117415,Manifested,,no,no,29,NOT FOUND,,
S8506563,0,AS,#23263701,6485455733095,Manifested,,no,no,29,NOT FOUND,,
S8506566,0,AS,#23263704,6485455831399,Manifested,,no,no,29,NOT FOUND,,
S8506590,0,AS,#23263712,6485456126311,Manifested,,no,no,29,NOT FOUND,,
S8506617,0,AS,#23263721,6485456486759,Manifested,,no,no,29,NOT FOUND,,
S8506820,0,AS,#23263595,6485451899239,Manifested,,no,no,29,NOT FOUND,,
S8506938,0,AS,#23263830,6485460549991,Manifested,,no,no,29,NOT FOUND,,
S8506939,0,AS,#23263663,6485454324071,Manifested,,no,no,29,NOT FOUND,,
S8507215,0,AS,#23263789,6485458977127,Manifested,,no,no,29,NOT FOUND,,
S8507482,0,AS,#23263879,6485462450535,Manifested,,no,no,29,NOT FOUND,,
S8507535,0,AS,#23264192,6485474410855,,OMSHOLD,no,no,29,NOT FOUND,,
S8507850,0,AS,#23264041,6485468578151,Manifested,,no,no,29,NOT FOUND,,
S8507861,0,AS,#23264183,6485474050407,Manifested,,no,no,29,NOT FOUND,,
S8507935,0,AS,#23264232,6485475983719,Manifested,,no,no,29,NOT FOUND,,
S8508049,0,AS,#23264291,6485478277479,Manifested,,no,no,29,NOT FOUND,,
S8508281,0,AS,#23264372,6485481619815,Manifested,,no,no,29,NOT FOUND,,
S8508341,0,AS,#23264391,6485482439015,Manifested,,no,no,29,NOT FOUND,,
S8508416,0,AS,#23264336,6485480112487,Manifested,,no,no,29,NOT FOUND,,
S8508598,0,AS,#23264406,6485483061607,Manifested,,no,no,29,NOT FOUND,,
S8509124,0,AS,#23264213,6485475262823,Manifested,,no,no,29,NOT FOUND,,
S8504154,0,AS,#23262744,6485421654375,Manifested,,no,no,29,NOT FOUND,,
S8504283,0,AS,#23262804,6485423784295,Manifested,,no,no,29,NOT FOUND,,
S8511121,0,AS,#23246196,6484824195431,Manifested,,no,no,29,NOT FOUND,,
MT520594,0,AYS043,#23269364,6485670297959,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
V8510584,0,AV,#23265337,6485521236327,,OMSHOLD,no,no,28,NOT FOUND,,
MT520104,0,AYS043,#23269223,6485665055079,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8508611,0,AS,#23264513,6485487386983,Manifested,,no,no,28,NOT FOUND,,
PLM19686,0,AYS109,#23269065,6485659156839,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
V8510193,0,AV,#23265190,6485515534695,,OMSHOLD,no,no,28,NOT FOUND,,
PLM19802,0,AYS109,#23269116,6485661188455,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8508622,0,AS,#23264418,6485483553127,Manifested,,no,no,28,NOT FOUND,,
MT524209,0,AYS043,#23269595,6485678752103,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
V8511320,0,AV,#23265591,6485530902887,,OMSHOLD,no,no,28,NOT FOUND,,
S0509956,0,AS,#23265103,6485512028519,XBHOSP,OMSHOLD,no,no,28,NOT FOUND,,
S8508643,0,AS,#23264621,6485491908967,Accepted,,no,no,28,NOT FOUND,,
KP508614,0,AYS073,#23264609,6485491351911,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
V8508585,0,AV,#23264600,6485490991463,,,no,no,28,NOT FOUND,,
CHM19587,0,AYS110,#23269030,6485657911655,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8508712,0,AS,#23264556,6485489221991,Manifested,,no,no,28,NOT FOUND,,
D8526071,0,AM,#23269962,6485692252519,,,no,no,28,NOT FOUND,,
V8510307,0,AV,#23265241,6485517533543,,OMSHOLD,no,no,28,NOT FOUND,,
HY525890,0,AYS078,#23269944,6485691597159,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8508713,0,AS,#23264648,6485493055847,Manifested,,no,no,28,NOT FOUND,,
HY525611,0,AYS078,#23269866,6485688615271,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
V8508614,0,AV,#23264609,6485491351911,,OMSHOLD,no,no,28,NOT FOUND,,
KP512300,0,AYS073,#23265572,6485530247527,Waved,,no,no,28,NOT FOUND,,
S8508730,0,AS,#23264564,6485489516903,Manifested,,no,no,28,NOT FOUND,,
D8564423,0,AM,#23279515,6486036513127,Packing,,no,no,28,NOT FOUND,,
V8512021,0,AV,#23265835,6485540045159,,OMSHOLD,no,no,28,NOT FOUND,,
S8508732,0,AS,#23264569,6485489713511,Manifested,,no,no,28,NOT FOUND,,
V8512590,0,AV,#23266040,6485547549031,,OMSHOLD,no,no,28,NOT FOUND,,
S8508690,0,AS,#23264550,6485488927079,Manifested,,no,no,28,NOT FOUND,,
V8511820,0,AV,#23265757,6485537128807,,OMSHOLD,no,no,28,NOT FOUND,,
S8508847,0,AS,#23264613,6485491548519,Manifested,,no,no,28,NOT FOUND,,
V8513773,0,AV,#23266536,6485566128487,,OMSHOLD,no,no,28,NOT FOUND,,
S8508882,0,AS,#23264621,6485491908967,XBHOSP,,no,no,28,NOT FOUND,,
V8514560,0,AV,#23266869,6485578383719,,OMSHOLD,no,no,28,NOT FOUND,,
S8508889,0,AS,#23264706,6485495513447,Manifested,,no,no,28,NOT FOUND,,
V8515170,0,AV,#23267150,6485588869479,,,no,no,28,NOT FOUND,,
S8508896,0,AS,#23264629,6485492203879,Manifested,,no,no,28,NOT FOUND,,
V8515346,0,AV,#23267224,6485591458151,,,no,no,28,NOT FOUND,,
S8508919,0,AS,#23264634,6485492433255,Manifested,,no,no,28,NOT FOUND,,
V8516844,0,AV,#23267837,6485614133607,,,no,no,28,NOT FOUND,,
S8508941,0,AS,#23264640,6485492695399,Manifested,,no,no,28,NOT FOUND,,
V8517046,0,AV,#23267944,6485617967463,,OMSHOLD,no,no,28,NOT FOUND,,
S8508946,0,AS,#23264709,6485495644519,Manifested,,no,no,28,NOT FOUND,,
V8517131,0,AV,#23267972,6485618917735,,,no,no,28,NOT FOUND,,
S8508999,0,AS,#23264741,6485496955239,Manifested,,no,no,28,NOT FOUND,,
V8518018,0,AV,#23268376,6485633859943,,OMSHOLD,no,no,28,NOT FOUND,,
S8509001,0,AS,#23264571,6485489811815,Manifested,,no,no,28,NOT FOUND,,
V8518233,0,AV,#23268453,6485636677991,,OMSHOLD,no,no,28,NOT FOUND,,
S8509007,0,AS,#23264658,6485493481831,Manifested,,no,no,28,NOT FOUND,,
V8519485,0,AV,#23268980,6485656076647,,OMSHOLD,no,no,28,NOT FOUND,,
S8509054,0,AS,#23264758,6485497708903,Manifested,,no,no,28,NOT FOUND,,
V8519587,0,AV,#23269030,6485657911655,,OMSHOLD,no,no,28,NOT FOUND,,
S8509069,0,AS,#23264761,6485497839975,Manifested,,no,no,28,NOT FOUND,,
V8519686,0,AV,#23269065,6485659156839,,OMSHOLD,no,no,28,NOT FOUND,,
S8508461,0,AS,#23264439,6485484405095,Manifested,,no,no,28,NOT FOUND,,
V8519802,0,AV,#23269116,6485661188455,,OMSHOLD,no,no,28,NOT FOUND,,
S8508684,0,AS,#23264446,6485484700007,Manifested,,no,no,28,NOT FOUND,,
V8519957,0,AV,#23269176,6485663383911,,OMSHOLD,no,no,28,NOT FOUND,,
S8508644,0,AS,#23264428,6485483979111,Manifested,,no,no,28,NOT FOUND,,
V8520010,0,AV,#23269192,6485663908199,,,no,no,28,NOT FOUND,,
S8509206,0,AS,#23264648,6485493055847,Accepted,,no,no,28,NOT FOUND,,
V8520104,0,AV,#23269223,6485665055079,,OMSHOLD,no,no,28,NOT FOUND,,
S8509223,0,AS,#23264741,6485496955239,Accepted,,no,no,28,NOT FOUND,,
V8520274,0,AV,#23269266,6485666627943,,OMSHOLD,no,no,28,NOT FOUND,,
S8509275,0,AS,#23264758,6485497708903,Accepted,,no,no,28,NOT FOUND,,
V8512337,0,AV,#23265949,6485544239463,,OMSHOLD,no,no,28,NOT FOUND,,
S8509291,0,AS,#23264761,6485497839975,Accepted,,no,no,28,NOT FOUND,,
V8512160,0,AV,#23265886,6485541945703,,,no,no,28,NOT FOUND,,
S8509358,0,AS,#23264706,6485495513447,Accepted,,no,no,28,NOT FOUND,,
V8524209,0,AV,#23269595,6485678752103,,OMSHOLD,no,no,28,NOT FOUND,,
S8509430,0,AS,#23264897,6485503639911,,OMSHOLD,no,no,28,NOT FOUND,,
V8524351,0,AV,#23269612,6485679407463,,,no,no,28,NOT FOUND,,
S8509470,0,AS,#23264823,6485500559719,Manifested,,no,no,28,NOT FOUND,,
V8511417,0,AV,#23265625,6485532213607,,OMSHOLD,no,no,28,NOT FOUND,,
S8509472,0,AS,#23264820,6485500428647,Manifested,,no,no,28,NOT FOUND,,
V8525611,0,AV,#23269866,6485688615271,,OMSHOLD,no,no,28,NOT FOUND,,
S8509505,0,AS,#23264766,6485498069351,Manifested,,no,no,28,NOT FOUND,,
V8510909,0,AV,#23265456,6485525922151,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8509168,0,AS,#23264709,6485495644519,Accepted,,no,no,28,NOT FOUND,,
V8525748,0,AV,#23269909,6485690351975,,,no,no,28,NOT FOUND,,
S8509127,0,AS,#23264691,6485494858087,XBHOSP,,no,no,28,NOT FOUND,,
V8525890,0,AV,#23269944,6485691597159,,OMSHOLD,no,no,28,NOT FOUND,,
S8509582,0,AS,#23264861,6485502165351,XBHOSP,,no,no,28,NOT FOUND,,
V8526671,0,AV,#23270086,6485696840039,,OMSHOLD,no,no,28,NOT FOUND,,
S8509648,0,AS,#23264806,6485499806055,Manifested,,no,no,28,NOT FOUND,,
V8527150,0,AV,#23270175,6485700247911,,OMSHOLD,no,no,28,NOT FOUND,,
S8509671,0,AS,#23264813,6485500166503,Manifested,,no,no,28,NOT FOUND,,
V8509430,0,AV,#23264897,6485503639911,,OMSHOLD,no,no,28,NOT FOUND,,
S8509676,0,AS,#23264814,6485500199271,Manifested,,no,no,28,NOT FOUND,,
V8534691,0,AV,#23271206,6485737767271,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8509791,0,AS,#23264945,6485505671527,Manifested,,no,no,28,NOT FOUND,,
V8508591,0,AV,#23264598,6485490958695,,OMSHOLD,no,no,28,NOT FOUND,,
S8509904,0,AS,#23264971,6485506785639,Manifested,,no,no,28,NOT FOUND,,
V8536325,0,AV,#23271858,6485760835943,,,no,no,28,NOT FOUND,,
S8509959,0,AS,#23264991,6485507572071,Manifested,,no,no,28,NOT FOUND,,
V8536486,0,AV,#23271926,6485763359079,,OMSHOLD,no,no,28,NOT FOUND,,
S8510195,0,AS,#23264970,6485506720103,Manifested,,no,no,28,NOT FOUND,,
V8539263,0,AV,#23273011,6485801894247,,OMSHOLD,no,no,28,NOT FOUND,,
S8510387,0,AS,#23265151,6485513994599,Manifested,,no,no,28,NOT FOUND,,
V8535399,0,AV,#23271470,6485747138919,,OMSHOLD,no,no,28,NOT FOUND,,
S8510738,0,AS,#23265275,6485518844263,Manifested,,no,no,28,NOT FOUND,,
V8548788,0,AV,#23275137,6485878309223,,,no,no,28,NOT FOUND,,
S8510983,0,AS,#23265473,6485526577511,,OMSHOLD,no,no,28,NOT FOUND,,
V8530764,0,AV,#23270643,6485717123431,,,no,no,28,NOT FOUND,,
S8510987,0,AS,#23265473,6485526577511,Accepted,,no,no,28,NOT FOUND,,
V8550632,0,AV,#23275773,6485901574503,,,no,no,28,NOT FOUND,,
S8511006,0,AS,#23265357,6485522022759,Manifested,,no,no,28,NOT FOUND,,
V8551247,0,AV,#23276005,6485910028647,,OMSHOLD,no,no,28,NOT FOUND,,
S8508794,0,AS,#23264586,6485490434407,Manifested,,no,no,28,NOT FOUND,,
V8552390,0,AV,#23276467,6485926609255,,,no,no,28,NOT FOUND,,
S8511173,0,AS,#23265386,6485523235175,Manifested,,no,no,28,NOT FOUND,,
V8552392,0,AV,#23276467,6485926609255,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8511250,0,AS,#23265396,6485523661159,Manifested,,no,no,28,NOT FOUND,,
V8554336,0,AV,#23277218,6485953642855,,CSR,no,no,28,NOT FOUND,,
S8511290,0,AS,#23265293,6485519532391,Manifested,,no,no,28,NOT FOUND,,
V8524995,0,AV,#23269740,6485684060519,,,no,no,28,NOT FOUND,,
S8511331,0,AS,#23265409,6485524152679,Manifested,,no,no,28,NOT FOUND,,
V8558237,0,AV,#23278825,6486011576679,,OMSHOLD,no,no,28,NOT FOUND,,
S8511353,0,AS,#23265313,6485520286055,Manifested,,no,no,28,NOT FOUND,,
V8563905,0,AV,#23279432,6486033564007,,OMSHOLD,no,no,28,NOT FOUND,,
S8511433,0,AS,#23265449,6485525627239,Manifested,,no,no,28,NOT FOUND,,
V8521379,0,AV,#23269541,6485676851559,,OMSHOLD,no,no,28,NOT FOUND,,
S8511466,0,AS,#23265464,6485526217063,XBHOSP,,no,no,28,NOT FOUND,,
V8520594,0,AV,#23269364,6485670297959,,OMSHOLD,no,no,28,NOT FOUND,,
S8511640,0,AS,#23265371,6485522612583,Manifested,,no,no,28,NOT FOUND,,
V8569223,0,AV,#23279927,6486051225959,,,no,no,28,NOT FOUND,,
S8511813,0,AS,#23265568,6485530116455,Manifested,,no,no,28,NOT FOUND,,
V8571428,0,AV,#23280261,6486063415655,,,no,no,28,NOT FOUND,,
S8512032,0,AS,#23265651,6485533229415,Manifested,,no,no,28,NOT FOUND,,
V8571721,0,AV,#23280343,6486066692455,,,no,no,28,NOT FOUND,,
S8512238,0,AS,#23265909,6485542797671,Manifested,OMSHOLD,no,no,28,NOT FOUND,,
