order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
OC230199,0,AYS030,#21408240,6419945390439,Accepted,,no,no,73,NOT FOUND,,
S9264649,0,AS,#21428127,6420665172327,XB_shipping,,no,no,72,NOT FOUND,,
S9264763,0,AS,#21428167,6420666548583,,OMSHOLD,no,no,72,NOT FOUND,,
S9261750,0,AS,#21427807,6420653539687,,OMSHOLD,no,no,72,NOT FOUND,,
SC269692,0,AYS095,#21431281,6420779532647,Accepted,,no,no,72,NOT FOUND,,
S9292917,0,AS,#21446268,6421317353831,XB_shipping,,no,no,72,NOT FOUND,,
S9292887,0,AS,#21446241,6421316370791,,OMSHOLD,no,no,72,NOT FOUND,,
S9291568,0,AS,#21445258,6421280129383,,OMSHOLD,no,no,72,NOT FOUND,,
S9286954,0,AS,#21441915,6421160231271,Cancel,,no,no,72,NOT FOUND,,
S9281828,0,AS,#21439403,6421070315879,,OMSHOLD,no,no,72,NOT FOUND,,
S9292446,0,AS,#21445908,6421303525735,,OMSHOLD,no,no,72,NOT FOUND,,
S9278414,0,AS,#21437169,6420989804903,,OMSHOLD,no,no,72,NOT FOUND,,
S9267888,0,AS,#21430055,6420734574951,,OMSHOLD,no,no,72,NOT FOUND,,
KS294924,0,AYS059,#21447772,6421377843559,Accepted,,no,no,71,NOT FOUND,,
S9324107,0,AS,#21467485,6422073835879,Cancel,,no,no,71,NOT FOUND,,
KS294933,0,AYS059,#21447772,6421377843559,Accepted,,no,no,71,NOT FOUND,,
S9313861,0,AS,#21460216,6421816541543,,OMSHOLD,no,no,71,NOT FOUND,,
MM323031,0,AYS089,#21466689,6422045852007,Accepted,,no,no,71,NOT FOUND,,
S9311270,0,AS,#21458281,6421748416871,XB_shipping,,no,no,71,NOT FOUND,,
S9310218,0,AS,#21457567,6421723054439,XB_shipping,,no,no,71,NOT FOUND,,
S9293929,0,AS,#21447024,6421348385127,Cancel,,no,no,71,NOT FOUND,,
S9294365,0,AS,#21447349,6421361688935,,OMSHOLD,no,no,71,NOT FOUND,,
S9296945,0,AS,#21449323,6421434007911,XB_shipping,,no,no,71,NOT FOUND,,
S9304733,0,AS,#21455129,6421637562727,,OMSHOLD,no,no,71,NOT FOUND,,
S9296947,0,AS,#21449323,6421434007911,XB_shipping,,no,no,71,NOT FOUND,,
S9302578,0,AS,#21453515,6421580874087,,OMSHOLD,no,no,71,NOT FOUND,,
S9299504,0,AS,#21451180,6421500166503,Cancel,,no,no,71,NOT FOUND,,
S9302432,0,AS,#21453403,6421577105767,XB_shipping,,no,no,71,NOT FOUND,,
S9299841,0,AS,#21451444,6421509243239,,OMSHOLD,no,no,71,NOT FOUND,,
S9300033,0,AS,#21451592,6421514420583,,OMSHOLD,no,no,71,NOT FOUND,,
S9334302,0,AS,#21471749,6422225355111,,OMSHOLD,no,no,71,NOT FOUND,,
S9300040,0,AS,#21451596,6421514617191,,OMSHOLD,no,no,71,NOT FOUND,,
S9322867,0,AS,#21466564,6422041493863,XB_shipping,,no,no,71,NOT FOUND,,
S9301520,0,AS,#21452732,6421554332007,XB_shipping,,no,no,71,NOT FOUND,,
S9333326,0,AS,#21471197,6422205038951,XB_shipping,,no,no,71,NOT FOUND,,
S9301608,0,AS,#21452732,6421554332007,XB_shipping,,no,no,71,NOT FOUND,,
S9324294,0,AS,#21467620,6422078685543,,OMSHOLD,no,no,71,NOT FOUND,,
S9302678,0,AS,#21453589,6421583298919,Cancel,,no,no,71,NOT FOUND,,
S9310038,0,AS,#21457408,6421717385575,XB_shipping,,no,no,71,NOT FOUND,,
S9307401,0,AS,#21456629,6421690417511,,,no,no,71,NOT FOUND,,
S9308542,0,AS,#21456777,6421695463783,,OMSHOLD,no,no,71,NOT FOUND,,
V9312487,0,AV,#21459178,6421779906919,,CSR,no,no,71,NOT FOUND,,
V9333525,0,AV,#21471313,6422209233255,,sAddr,no,no,71,NOT FOUND,,
S9348882,0,AS,#21479021,6422704718183,,OMSHOLD,no,no,70,NOT FOUND,,
V9372756,0,AV,#21493231,6423207805287,Backorder,OMSHOLD,no,no,70,NOT FOUND,,
S9376478,0,AS,#21495418,6423285334375,,OMSHOLD,no,no,70,NOT FOUND,,
S9379969,0,AS,#21496265,6423315448167,,OMSHOLD,no,no,70,NOT FOUND,,
SOM64557,0,AYS072,#21487906,6423017488743,Accepted,,no,no,70,NOT FOUND,,
S9340214,0,AS,#21474767,6422554149223,XB_shipping,,no,no,70,NOT FOUND,,
S9381448,0,AS,#21497118,6423345103207,XB_shipping,,no,no,70,NOT FOUND,,
S9382727,0,AS,#21497849,6423370760551,,OMSHOLD,no,no,70,NOT FOUND,,
S9383196,0,AS,#21498164,6423382032743,Cancel,,no,no,70,NOT FOUND,,
S9368506,0,AS,#21490371,6423105372519,,OMSHOLD,no,no,70,NOT FOUND,,
S9352993,0,AS,#21481684,6422798762343,,OMSHOLD,no,no,70,NOT FOUND,,
S9353653,0,AS,#21482125,6422814196071,,OMSHOLD,no,no,70,NOT FOUND,,
S9358977,0,AS,#21485713,6422940090727,,OMSHOLD,no,no,70,NOT FOUND,,
S9360633,0,AS,#21486659,6422973677927,,OMSHOLD,no,no,70,NOT FOUND,,
S9336839,0,AS,#21473235,6422499328359,,OMSHOLD,no,no,70,NOT FOUND,,
S9338581,0,AS,#21474278,6422536847719,XB_shipping,,no,no,70,NOT FOUND,,
S9338635,0,AS,#21474316,6422538191207,,OMSHOLD,no,no,70,NOT FOUND,,
S9338816,0,AS,#21474432,6422542254439,XB_shipping,,no,no,70,NOT FOUND,,
S9339543,0,AS,#21474833,6422556377447,,OMSHOLD,no,no,70,NOT FOUND,,
S9340605,0,AS,#21475546,6422582198631,,OMSHOLD,no,no,70,NOT FOUND,,
S9340770,0,AS,#21475646,6422585672039,,OMSHOLD,no,no,70,NOT FOUND,,
S9343470,0,AS,#21477291,6422643835239,,OMSHOLD,no,no,70,NOT FOUND,,
MT383250,0,AYS043,#21498188,6423382917479,Accepted,,no,no,70,NOT FOUND,,
MT383146,0,AYS043,#21498134,6423380951399,Accepted,,no,no,70,NOT FOUND,,
CHM81832,0,AYS110,#21497347,6423353065831,Accepted,,no,no,70,NOT FOUND,,
S9416501,0,AS,#21517596,6424085135719,Cancel,,no,no,69,NOT FOUND,,
GH385313,0,AYS079,#21499521,6423434002791,Accepted,,no,no,69,NOT FOUND,,
S9419433,0,AS,#21519751,6424162730343,,OMSHOLD,no,no,69,NOT FOUND,,
HY385313,0,AYS078,#21499521,6423434002791,Accepted,,no,no,69,NOT FOUND,,
S9401306,0,AS,#21508708,6423767187815,,OMSHOLD,no,no,69,NOT FOUND,,
BH417995,0,AYS001,#21518673,6424123539815,Accepted,,no,no,69,NOT FOUND,,
S9401967,0,AS,#21509220,6423785603431,Cancel,,no,no,69,NOT FOUND,,
OO414077,0,AYS016,#21516136,6424032280935,Accepted,,no,no,69,NOT FOUND,,
S9424617,0,AS,#21523658,6424303337831,,OMSHOLD,no,no,69,NOT FOUND,,
MM386364,0,AYS089,#21500174,6423459037543,Accepted,,no,no,69,NOT FOUND,,
S9423311,0,AS,#21522711,6424269586791,,OMSHOLD,no,no,69,NOT FOUND,,
MP388699,0,AYS042,#21501706,6423514153319,Accepted,,no,no,69,NOT FOUND,,
S9421961,0,AS,#21521686,6424232493415,,OMSHOLD,no,no,69,NOT FOUND,,
LC422591,0,AYS054,#21522164,6424249827687,Accepted,,no,no,69,NOT FOUND,,
S9419926,0,AS,#21520134,6424176918887,,OMSHOLD,no,no,69,NOT FOUND,,
PC385313,0,AYS053,#21499521,6423434002791,Accepted,,no,no,69,NOT FOUND,,
S9397139,0,AS,#21505635,6423656563047,,OMSHOLD,no,no,69,NOT FOUND,,
S9402856,0,AS,#21509599,6423799365991,XB_shipping,,no,no,69,NOT FOUND,,
S9417814,0,AS,#21518551,6424119050599,Cancel,,no,no,69,NOT FOUND,,
S9390228,0,AS,#21502673,6423549313383,Cancel,,no,no,69,NOT FOUND,,
S9414077,0,AS,#21516136,6424032280935,Cancel,,no,no,69,NOT FOUND,,
S9403210,0,AS,#21509792,6423806181735,,OMSHOLD,no,no,69,NOT FOUND,,
S9403108,0,AS,#21509742,6423804346727,,OMSHOLD,no,no,69,NOT FOUND,,
SJ385313,0,AYS060,#21499521,6423434002791,Accepted,,no,no,69,NOT FOUND,,
TG387585,0,AYS003,#21500970,6423487611239,Accepted,,no,no,69,NOT FOUND,,
S9389238,0,AS,#21502058,6423526965607,XB_shipping,,no,no,69,NOT FOUND,,
V9384453,0,AV,#21498977,6423412539751,,OMSHOLD,no,no,69,NOT FOUND,,
V9887234,0,AV,#21508015,6423741989223,,,no,no,69,NOT FOUND,,
S9428079,0,AS,#21526194,6424400494951,,OMSHOLD,no,no,68,NOT FOUND,,
WP437652,0,AYS014,#21531618,6424589730151,Accepted,,no,no,68,NOT FOUND,,
S9441344,0,AS,#21534289,6424683053415,,OMSHOLD,no,no,68,NOT FOUND,,
WS427496,0,AYS058,#21525792,6424385847655,FDM4-CNCL,,no,no,68,NOT FOUND,,
S9427819,0,AS,#21526022,6424394269031,,OMSHOLD,no,no,68,NOT FOUND,,
WS580802,0,AYS058,#21553295,6425349292391,FDM4-CNCL,,no,no,68,NOT FOUND,,
S9428385,0,AS,#21526426,6424408752487,,OMSHOLD,no,no,68,NOT FOUND,,
V9586305,0,AV,#21554272,6425383895399,,sAddr,no,no,68,NOT FOUND,,
S9440372,0,AS,#21533561,6424657264999,,OMSHOLD,no,no,68,NOT FOUND,,
V9578697,0,AV,#21552849,6425334055271,,OMSHOLD,no,no,68,NOT FOUND,,
S9583056,0,AS,#21553692,6425363087719,XB_shipping,,no,no,68,NOT FOUND,,
V9578953,0,AV,#21552902,6425335890279,,OMSHOLD,no,no,68,NOT FOUND,,
S9564217,0,AS,#21551114,6425274220903,,OMSHOLD,no,no,68,NOT FOUND,,
S9485149,0,AS,#21547636,6425153438055,Cancel,,no,no,68,NOT FOUND,,
SH574217,0,AYS004,#21551839,6425299288423,Accepted,,no,no,68,NOT FOUND,,
S9460459,0,AS,#21543646,6425013879143,,OMSHOLD,no,no,68,NOT FOUND,,
S9425883,0,AS,#21524599,6424339022183,Cancel,,no,no,68,NOT FOUND,,
S9444744,0,AS,#21536684,6424767431015,,OMSHOLD,no,no,68,NOT FOUND,,
UE484606,0,AYS009,#21547416,6425145737575,Accepted,,no,no,68,NOT FOUND,,
UE484504,0,AYS009,#21547416,6425145737575,FDM4-CNCL,,no,no,68,NOT FOUND,,
PF426665,0,AYS051,#21525198,6424363139431,Accepted,,no,no,68,NOT FOUND,,
BS433844,0,AYS092,#21530160,6424538841447,Accepted,,no,no,68,NOT FOUND,,
AV473456,0,AYS052,#21545488,6425078792551,FDM4-CNCL,,no,no,68,NOT FOUND,,
S9594982,0,AS,#21555326,6425425346919,XB_shipping,,no,no,67,NOT FOUND,,
DO687643,0,AYS038,#21564962,6425776882023,Accepted,,no,no,67,NOT FOUND,,
S9595069,0,AS,#21555333,6425425674599,XB_shipping,,no,no,67,NOT FOUND,,
GS673810,0,AYS044,#21562257,6425680118119,Accepted,,no,no,67,NOT FOUND,,
S9594037,0,AS,#21555173,6425418826087,XB_shipping,,no,no,67,NOT FOUND,,
CO637685,0,AYS076,#21557624,6425512837479,Accepted,,no,no,67,NOT FOUND,,
S9775763,0,AS,#21583754,6426446987623,PICKING,,no,no,67,NOT FOUND,,
AV770359,0,AYS052,#21580839,6426343145831,Accepted,,no,no,67,NOT FOUND,,
S9596119,0,AS,#21555331,6425425576295,XB_shipping,,no,no,67,NOT FOUND,,
OC776918,0,AYS030,#21585288,6426500956519,FDM4-CNCL,,no,no,67,NOT FOUND,,
S9595982,0,AS,#21555421,6425429246311,XB_shipping,,no,no,67,NOT FOUND,,
S0665578,0,AS,#21559945,6425596920167,XB_shipping,,no,no,67,NOT FOUND,,
S9595968,0,AS,#21555417,6425429082471,XB_shipping,,no,no,67,NOT FOUND,,
RF696079,0,AYS093,#21566438,6425830031719,FDM4-CNCL,,no,no,67,NOT FOUND,,
S9596596,0,AS,#21555477,6425431507303,XB_shipping,,no,no,67,NOT FOUND,,
RG779296,0,AYS034,#21587104,6426565640551,FDM4-CNCL,,no,no,67,NOT FOUND,,
S9596616,0,AS,#21555482,6425431736679,XB_shipping,,no,no,67,NOT FOUND,,
S9591747,0,AS,#21555017,6425412206951,,OMSHOLD,no,no,67,NOT FOUND,,
S9594402,0,AS,#21555278,6425423380839,XB_shipping,,no,no,67,NOT FOUND,,
S9592501,0,AS,#21555075,6425414533479,,OMSHOLD,no,no,67,NOT FOUND,,
S9597021,0,AS,#21555517,6425433178471,XB_shipping,,no,no,67,NOT FOUND,,
S9592673,0,AS,#21555090,6425415156071,XB_shipping,,no,no,67,NOT FOUND,,
S9769458,0,AS,#21578904,6426274857319,XB_shipping,,no,no,67,NOT FOUND,,
SH765156,0,AYS004,#21577554,6426226983271,FDM4-CNCL,,no,no,67,NOT FOUND,,
S9597819,0,AS,#21555484,6425431802215,XB_shipping,,no,no,67,NOT FOUND,,
S9600204,0,AS,#21555739,6425442386279,Cancel,,no,no,67,NOT FOUND,,
S9770863,0,AS,#21581197,6426355630439,,OMSHOLD,no,no,67,NOT FOUND,,
S9615865,0,AS,#21556196,6425459851623,,OMSHOLD,no,no,67,NOT FOUND,,
S9629207,0,AS,#21556463,6425469747559,,OMSHOLD,no,no,67,NOT FOUND,,
S9596187,0,AS,#21555441,6425430032743,,OMSHOLD,no,no,67,NOT FOUND,,
S9630928,0,AS,#21556414,6425467879783,XBHOSP,,no,no,67,NOT FOUND,,
S9632916,0,AS,#21556554,6425473089895,XB_shipping,,no,no,67,NOT FOUND,,
S9635512,0,AS,#21556828,6425483051367,XB_shipping,,no,no,67,NOT FOUND,,
S9635997,0,AS,#21556875,6425484886375,XB_shipping,,no,no,67,NOT FOUND,,
S9636637,0,AS,#21556924,6425486688615,XB_shipping,,no,no,67,NOT FOUND,,
S9637289,0,AS,#21557009,6425489834343,XB_shipping,,no,no,67,NOT FOUND,,
S9594692,0,AS,#21555295,6425424134503,XB_shipping,,no,no,67,NOT FOUND,,
S9638210,0,AS,#21557752,6425517687143,,OMSHOLD,no,no,67,NOT FOUND,,
S9656825,0,AS,#21556999,6425489473895,XB_shipping,,no,no,67,NOT FOUND,,
S9665591,0,AS,#21559945,6425596920167,PICKING,,no,no,67,NOT FOUND,,
S9666235,0,AS,#21560123,6425603178855,,OMSHOLD,no,no,67,NOT FOUND,,
S9666439,0,AS,#21560121,6425603113319,PICKING,,no,no,67,NOT FOUND,,
S9672937,0,AS,#21560654,6425622348135,XB_shipping,,no,no,67,NOT FOUND,,
S9673918,0,AS,#21562283,6425681035623,,OMSHOLD,no,no,67,NOT FOUND,,
S9675571,0,AS,#21562864,6425701810535,Cancel,,no,no,67,NOT FOUND,,
S9694599,0,AS,#21566036,6425815712103,,OMSHOLD,no,no,67,NOT FOUND,,
S9731150,0,AS,#21569529,6425941279079,XBHOSP,,no,no,67,NOT FOUND,,
S9738725,0,AS,#21571562,6426013663591,XBHOSP,,no,no,67,NOT FOUND,,
S9744024,0,AS,#21572068,6426032046439,,OMSHOLD,no,no,67,NOT FOUND,,
S9594522,0,AS,#21555219,6425420792167,XB_shipping,,no,no,67,NOT FOUND,,
S9748474,0,AS,#21573022,6426066190695,Cancel,,no,no,67,NOT FOUND,,
SOM79558,0,AYS072,#21587293,6426572915047,FDM4-CNCL,,no,no,67,NOT FOUND,,
SOM79694,0,AYS072,#21587382,6426576421223,Accepted,,no,no,67,NOT FOUND,,
S9750293,0,AS,#21573283,6426075464039,,OMSHOLD,no,no,67,NOT FOUND,,
S9753899,0,AS,#21571969,6426028441959,XB_shipping,,no,no,67,NOT FOUND,,
S9759250,0,AS,#21574937,6426134217063,Cancel,,no,no,67,NOT FOUND,,
S9759814,0,AS,#21573450,6426081526119,XB_shipping,,no,no,67,NOT FOUND,,
S9760189,0,AS,#21573612,6426087260519,XB_shipping,,no,no,67,NOT FOUND,,
S9763646,0,AS,#21575331,6426148143463,XB_shipping,,no,no,67,NOT FOUND,,
S9764111,0,AS,#21575528,6426155123047,XB_shipping,,no,no,67,NOT FOUND,,
S9766233,0,AS,#21578056,6426245071207,,OMSHOLD,no,no,67,NOT FOUND,,
S9769793,0,AS,#21579178,6426284818791,XB_shipping,,no,no,67,NOT FOUND,,
S9592862,0,AS,#21555020,6425412305255,XB_shipping,,no,no,67,NOT FOUND,,
S9772391,0,AS,#21581049,6426350289255,XB_shipping,,no,no,67,NOT FOUND,,
S9772648,0,AS,#21581188,6426355269991,XB_shipping,,no,no,67,NOT FOUND,,
S9774786,0,AS,#21583727,6426446070119,XBHOSP,,no,no,67,NOT FOUND,,
S9775283,0,AS,#21584084,6426458456423,,OMSHOLD,no,no,67,NOT FOUND,,
S9777355,0,AS,#21585614,6426512589159,,OMSHOLD,no,no,67,NOT FOUND,,
S9779737,0,AS,#21587296,6426573046119,XB_shipping,,no,no,67,NOT FOUND,,
S9780021,0,AS,#21587518,6426581827943,XB_shipping,,no,no,67,NOT FOUND,,
S9780194,0,AS,#21587383,6426576453991,XB_shipping,,no,no,67,NOT FOUND,,
V9776664,0,AV,#21585088,6426493878631,Backorder,OMSHOLD,no,no,67,NOT FOUND,,
V9769730,0,AV,#21580452,6426329612647,,OMSHOLD,no,no,67,NOT FOUND,,
WSQ98548,0,AYS108,#21555657,6425439076711,Accepted,,no,no,67,NOT FOUND,,
WS705343,0,AYS058,#21568910,6425918996839,FDM4-CNCL,,no,no,67,NOT FOUND,,
S9880365,0,AS,#21588399,6426619314535,XB_shipping,,no,no,66,NOT FOUND,,
S9802779,0,AS,#21601773,6427102282087,XBHOSP,,no,no,66,NOT FOUND,,
S9780170,0,AS,#21587661,6426587758951,XBHOSP,,no,no,66,NOT FOUND,,
S9780437,0,AS,#21587832,6426595590503,XB_shipping,,no,no,66,NOT FOUND,,
S9780470,0,AS,#21587878,6426597523815,XB_shipping,,no,no,66,NOT FOUND,,
S9780484,0,AS,#21587893,6426598146407,XB_shipping,,no,no,66,NOT FOUND,,
S9780525,0,AS,#21587911,6426598932839,XB_shipping,,no,no,66,NOT FOUND,,
S9780537,0,AS,#21587918,6426599293287,XB_shipping,,no,no,66,NOT FOUND,,
S9780546,0,AS,#21587921,6426599424359,XB_shipping,,no,no,66,NOT FOUND,,
S9780786,0,AS,#21588056,6426605617511,XB_shipping,,no,no,66,NOT FOUND,,
S9782422,0,AS,#21589031,6426642907495,,OMSHOLD,no,no,66,NOT FOUND,,
S9784936,0,AS,#21590551,6426696778087,XB_shipping,,no,no,66,NOT FOUND,,
S9784937,0,AS,#21590551,6426696778087,PICKING,,no,no,66,NOT FOUND,,
S9791555,0,AS,#21595274,6426868449639,XB_shipping,,no,no,66,NOT FOUND,,
S9791559,0,AS,#21595274,6426868449639,PICKING,,no,no,66,NOT FOUND,,
S9799241,0,AS,#21599982,6427038253415,XB_shipping,,no,no,66,NOT FOUND,,
S9799245,0,AS,#21599971,6427037892967,PICKING,,no,no,66,NOT FOUND,,
S9799710,0,AS,#21600244,6427047690599,,OMSHOLD,no,no,66,NOT FOUND,,
S9802176,0,AS,#21601428,6427089764711,PICKING,,no,no,66,NOT FOUND,,
S0802778,0,AS,#21601767,6427102085479,Accepted,OMSHOLD,no,no,66,NOT FOUND,,
KS828513,0,AYS059,#21597705,6426956235111,Accepted,,no,no,66,NOT FOUND,,
PF781154,0,AYS051,#21588403,6426619478375,Accepted,,no,no,66,NOT FOUND,,
KS797264,0,AYS059,#21598664,6426990805351,Accepted,,no,no,66,NOT FOUND,,
CHM80887,0,AYS110,#21588225,6426612498791,FDM4-CNCL,,no,no,66,NOT FOUND,,
FV787287,0,AYS018,#21592323,6426760282471,FDM4-CNCL,,no,no,66,NOT FOUND,,
BS788513,0,AYS092,#21593245,6426794099047,FDM4-CNCL,,no,no,66,NOT FOUND,,
GD798205,0,AYS081,#21599306,6427014201703,Accepted,,no,no,66,NOT FOUND,,
CO785712,0,AYS076,#21591117,6426716766567,FDM4-CNCL,,no,no,66,NOT FOUND,,
DA796783,0,AYS019,#21598352,6426979303783,FDM4-CNCL,,no,no,66,NOT FOUND,,
SC830134,0,AYS095,#21606387,6427276247399,Accepted,,no,no,65,NOT FOUND,,
CO846402,0,AYS076,#21615948,6427622834535,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9828481,0,AS,#21605313,6427237515623,XB_shipping,,no,no,65,NOT FOUND,,
GS871589,0,AYS044,#21624725,6427936751975,Accepted,,no,no,65,NOT FOUND,,
SH873852,0,AYS004,#21625319,6427959525735,Accepted,,no,no,65,NOT FOUND,,
CHM60504,0,AYS110,#21621532,6427823866215,Accepted,,no,no,65,NOT FOUND,,
SH872435,0,AYS004,#21624867,6427942093159,Accepted,,no,no,65,NOT FOUND,,
GT872507,0,AYS029,#21624911,6427943764327,Accepted,,no,no,65,NOT FOUND,,
S9828565,0,AS,#21605361,6427239285095,XB_shipping,,no,no,65,NOT FOUND,,
CH873698,0,AYS097,#21625254,6427956904295,Accepted,,no,no,65,NOT FOUND,,
S9828566,0,AS,#21605361,6427239285095,,,no,no,65,NOT FOUND,,
IP871344,0,AYS039,#21624650,6427933999463,Accepted,,no,no,65,NOT FOUND,,
S9828604,0,AS,#21605383,6427240038759,,,no,no,65,NOT FOUND,,
BH831303,0,AYS001,#21607193,6427305443687,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9830348,0,AS,#21606539,6427281850727,,OMSHOLD,no,no,65,NOT FOUND,,
AT829777,0,AYS010,#21606155,6427267858791,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9833808,0,AS,#21608944,6427368587623,Cancel,,no,no,65,NOT FOUND,,
AT859485,0,AYS010,#21621050,6427806105959,Accepted,,no,no,65,NOT FOUND,,
S9843376,0,AS,#21614112,6427556348263,Cancel,,no,no,65,NOT FOUND,,
AT867497,0,AYS010,#21623032,6427876819303,Accepted,,no,no,65,NOT FOUND,,
SOM73353,0,AYS072,#21625136,6427952284007,Accepted,,no,no,65,NOT FOUND,,
AV868042,0,AYS052,#21623324,6427887141223,Accepted,,no,no,65,NOT FOUND,,
S9857432,0,AS,#21619945,6427766489447,,OMSHOLD,no,no,65,NOT FOUND,,
LE860605,0,AYS098,#21621578,6427825439079,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9856331,0,AS,#21619367,6427746140519,,OMSHOLD,no,no,65,NOT FOUND,,
RF872153,0,AYS093,#21624801,6427939537255,Accepted,,no,no,65,NOT FOUND,,
S9860396,0,AS,#21621470,6427821670759,,OMSHOLD,no,no,65,NOT FOUND,,
OC878697,0,AYS030,#21624502,6427928625511,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9860745,0,AS,#21621633,6427827306855,,OMSHOLD,no,no,65,NOT FOUND,,
MM872567,0,AYS089,#21624923,6427944223079,Accepted,,no,no,65,NOT FOUND,,
S9861095,0,AS,#21621780,6427832680807,PICKING,,no,no,65,NOT FOUND,,
MM843143,0,AYS089,#21613976,6427551301991,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9867960,0,AS,#21623284,6427885699431,,OMSHOLD,no,no,65,NOT FOUND,,
LV870473,0,AYS063,#21624307,6427921678695,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9870763,0,AS,#21624422,6427925774695,PICKING,,no,no,65,NOT FOUND,,
RF836441,0,AYS093,#21610177,6427413512551,FDM4-CNCL,,no,no,65,NOT FOUND,,
S9871103,0,AS,#21624571,6427931115879,Cancel,,no,no,65,NOT FOUND,,
MT872902,0,AYS043,#21624995,6427946975591,Accepted,,no,no,65,NOT FOUND,,
S9871538,0,AS,#21624716,6427936424295,PICKING,,no,no,65,NOT FOUND,,
LS873549,0,AYS055,#21625202,6427954872679,Accepted,,no,no,65,NOT FOUND,,
S9828484,0,AS,#21605313,6427237515623,PICKING,,no,no,65,NOT FOUND,,
UT845361,0,AYS064,#21615174,6427595342183,Accepted,,no,no,65,NOT FOUND,,
WAS39232,0,AYS106,#21611716,6427468726631,Accepted,,no,no,65,NOT FOUND,,
V9848328,0,AV,#21616777,6427652751719,,CSR,no,no,65,NOT FOUND,,
WS826468,0,AYS058,#21604259,6427199111527,FDM4-CNCL,,no,no,65,NOT FOUND,,
V9821103,0,AV,#21604100,6427193377127,,OMSHOLD,no,no,65,NOT FOUND,,
UE877173,0,AYS009,#21625751,6427977613671,FDM4-CNCL,,no,no,64,NOT FOUND,,
VF038699,0,AYS025,#21640485,6428513796455,Accepted,,no,no,64,NOT FOUND,,
S9896434,0,AS,#21632344,6428219310439,Cancel,,no,no,64,NOT FOUND,,
V9894759,0,AV,#21631998,6428207219047,,OMSHOLD,no,no,64,NOT FOUND,,
S9924519,0,AS,#21641783,6428560195943,Cancel,,no,no,64,NOT FOUND,,
WP878745,0,AYS014,#21626449,6428005106023,Accepted,,no,no,64,NOT FOUND,,
S9878543,0,AS,#21626358,6428001730919,,OMSHOLD,no,no,64,NOT FOUND,,
WF877752,0,AYS062,#21625911,6427984134503,Accepted,,no,no,64,NOT FOUND,,
S9878919,0,AS,#21626539,6428008415591,,,no,no,64,NOT FOUND,,
WF878005,0,AYS062,#21626045,6427989639527,Accepted,,no,no,64,NOT FOUND,,
S9880326,0,AS,#21627247,6428034171239,Cancel,,no,no,64,NOT FOUND,,
V9894096,0,AV,#21631657,6428194472295,,sAddr,no,no,64,NOT FOUND,,
S9879003,0,AS,#21626582,6428010021223,,OMSHOLD,no,no,64,NOT FOUND,,
VF877755,0,AYS025,#21625912,6427984167271,Accepted,,no,no,64,NOT FOUND,,
S9882523,0,AS,#21627892,6428057993575,XB_shipping,,no,no,64,NOT FOUND,,
V9887459,0,AV,#21630333,6428146860391,,sAddr,no,no,64,NOT FOUND,,
S9886357,0,AS,#21629782,6428126478695,Accepted,,no,no,64,NOT FOUND,,
V9877799,0,AV,#21625936,6427985183079,,OMSHOLD,no,no,64,NOT FOUND,,
S9894069,0,AS,#21631643,6428193980775,,OMSHOLD,no,no,64,NOT FOUND,,
S9893929,0,AS,#21627892,6428057993575,PICKING,,no,no,64,NOT FOUND,,
S9925614,0,AS,#21642224,6428576481639,,OMSHOLD,no,no,64,NOT FOUND,,
SH879897,0,AYS004,#21627027,6428026241383,Accepted,,no,no,64,NOT FOUND,,
SM901713,0,AYS002,#21632837,6428237594983,Accepted,,no,no,64,NOT FOUND,,
SH909803,0,AYS004,#21634670,6428303819111,FDM4-CNCL,,no,no,64,NOT FOUND,,
SH882708,0,AYS004,#21627979,6428061270375,Accepted,,no,no,64,NOT FOUND,,
SP878840,0,AYS032,#21626499,6428006941031,Accepted,,no,no,64,NOT FOUND,,
S9887737,0,AS,#21630442,6428150923623,,OMSHOLD,no,no,64,NOT FOUND,,
SP880049,0,AYS032,#21627103,6428028961127,Accepted,,no,no,64,NOT FOUND,,
SH938757,0,AYS004,#21645032,6428676063591,FDM4-CNCL,,no,no,64,NOT FOUND,,
PI880285,0,AYS103,#21627230,6428033548647,Accepted,,no,no,64,NOT FOUND,,
KS886015,0,AYS059,#21629609,6428120252775,FDM4-CNCL,,no,no,64,NOT FOUND,,
MM879147,0,AYS089,#21626655,6428012675431,Accepted,,no,no,64,NOT FOUND,,
PC879399,0,AYS053,#21626788,6428017590631,Accepted,,no,no,64,NOT FOUND,,
PC880208,0,AYS053,#21627191,6428032172391,Accepted,,no,no,64,NOT FOUND,,
KS877271,0,AYS059,#21625756,6427977810279,Accepted,,no,no,64,NOT FOUND,,
LS880415,0,AYS055,#21627281,6428035416423,FDM4-CNCL,,no,no,64,NOT FOUND,,
